"","Differential 1 - 2 Last (mV)","Differential 3 - 4 Last (mV)","Differential 5 - 6 Last (mV)","Differential 7 - 8 Last (mV)"
"1674651223","7.98","-8.39","10.29","0.16"
"1674651224","8.06","-8.31","10.22","0.19"
"1674651225","8.09","-8.30","10.02","0.19"
"1674651226","8.07","-8.27","10.24","0.17"
"1674651227","8.10","-8.32","10.24","0.13"
"1674651228","8.10","-8.45","10.23","0.21"
"1674651229","8.11","-8.28","10.14","0.27"
"1674651230","8.01","-8.25","10.30","0.27"
"1674651231","8.00","-8.27","10.57","0.28"
"1674651232","8.02","-8.42","10.44","0.21"
"1674651233","8.01","-8.39","10.30","0.21"
"1674651234","7.98","-8.26","10.07","0.22"
"1674651235","7.99","-8.27","10.31","0.23"
"1674651236","8.06","-8.41","10.30","0.18"
"1674651237","8.18","-8.23","10.08","0.09"
"1674651238","8.16","-8.08","10.01","0.16"
"1674651239","8.07","-7.94","10.04","0.16"
"1674651240","8.12","-8.10","10.04","0.20"
"1674651241","8.15","-8.29","10.02","0.27"
"1674651242","8.08","-8.32","10.19","0.18"
"1674651243","8.07","-8.34","10.06","0.09"
"1674651244","8.09","-8.32","10.17","0.05"
"1674651245","8.16","-8.24","9.98","0.04"
"1674651246","8.14","-8.18","10.26","-0.02"
"1674651247","8.18","-8.39","10.03","-0.04"
"1674651248","8.11","-8.20","10.08","0.11"
"1674651249","7.96","-8.32","10.31","0.14"
"1674651250","8.11","-8.42","10.30","0.07"
"1674651251","8.17","-8.45","10.12","0.05"
"1674651252","8.14","-8.37","10.05","0.16"
"1674651253","8.17","-8.12","10.10","0.12"
"1674651254","8.10","-8.29","10.32","0.23"
"1674651255","8.04","-8.44","10.25","0.13"
"1674651256","8.15","-8.56","10.16","0.04"
"1674651257","8.16","-8.69","10.02","0.09"
"1674651258","8.08","-8.61","10.05","0.19"
"1674651259","8.11","-8.43","10.16","0.18"
"1674651260","8.13","-8.55","10.10","0.23"
"1674651261","8.03","-8.35","10.26","0.10"
"1674651262","8.11","-8.29","10.19","0.10"
"1674651263","8.10","-8.31","9.95","0.15"
"1674651264","8.15","-8.40","10.20","0.25"
"1674651265","8.09","-8.45","10.10","0.30"
"1674651266","8.14","-8.41","10.18","0.10"
"1674651267","8.15","-8.30","10.10","0.19"
"1674651268","8.10","-8.47","10.36","0.27"
"1674651269","8.05","-8.53","10.28","0.20"
"1674651270","8.18","-8.44","10.24","0.12"
"1674651271","8.25","-8.35","10.08","0.13"
"1674651272","8.19","-8.53","10.17","0.27"
"1674651273","8.19","-8.64","10.24","0.29"
"1674651274","8.12","-8.69","10.17","0.19"
"1674651275","8.14","-8.51","10.20","0.12"
"1674651276","8.15","-8.46","10.24","0.09"
"1674651277","8.22","-8.34","10.17","0.20"
"1674651278","8.21","-8.45","10.01","0.30"
"1674651279","8.18","-8.50","10.09","0.18"
"1674651280","8.24","-8.52","10.10","0.18"
"1674651281","8.19","-8.29","9.90","0.27"
"1674651282","8.17","-8.31","10.19","0.35"
"1674651283","8.10","-8.44","10.22","0.27"
"1674651284","8.09","-8.40","10.27","0.16"
"1674651285","8.10","-8.07","10.08","0.16"
"1674651286","8.17","-8.08","10.17","0.29"
"1674651287","8.14","-8.45","10.26","0.47"
"1674651288","8.10","-8.19","10.20","0.28"
"1674651289","8.17","-8.21","10.28","0.15"
"1674651290","8.22","-7.89","10.24","0.15"
"1674651291","8.14","-7.99","10.19","0.26"
"1674651292","8.14","-8.09","10.39","0.17"
"1674651293","8.33","-8.37","10.13","0.19"
"1674651294","8.23","-8.09","10.22","0.25"
"1674651295","8.22","-8.04","10.17","0.17"
"1674651296","8.14","-8.17","10.33","0.13"
"1674651297","8.34","-8.18","10.24","0.09"
"1674651298","8.37","-8.09","10.09","0.04"
"1674651299","8.28","-8.07","10.17","0.06"
"1674651300","8.31","-7.84","10.02","0.14"
"1674651301","8.31","-7.90","9.92","0.24"
"1674651302","8.23","-8.22","10.07","0.23"
"1674651303","8.19","-8.20","10.19","0.02"
"1674651304","8.26","-8.39","10.11","0.04"
"1674651305","8.26","-8.09","9.92","0.09"
"1674651306","8.15","-8.21","10.52","0.09"
"1674651307","8.27","-8.26","10.24","0.03"
"1674651308","8.31","-8.24","10.15","0.07"
"1674651309","8.30","-8.19","10.13","0.09"
"1674651310","8.27","-8.10","10.20","0.19"
"1674651311","8.25","-8.20","10.23","0.17"
"1674651312","8.24","-8.19","10.27","0.07"
"1674651313","8.39","-8.29","10.17","0.14"
"1674651314","8.29","-8.23","10.16","0.14"
"1674651315","8.38","-8.13","9.96","0.14"
"1674651316","8.41","-8.14","10.03","0.11"
"1674651317","8.42","-8.27","9.94","0.18"
"1674651318","8.34","-8.31","10.09","0.18"
"1674651319","8.36","-8.26","9.95","0.15"
"1674651320","8.32","-8.40","10.16","0.21"
"1674651321","8.30","-8.25","10.34","0.13"
"1674651322","8.39","-8.22","10.23","0.12"
"1674651323","8.42","-8.02","10.03","0.02"
"1674651324","8.30","-7.91","10.08","0.09"
"1674651325","8.33","-7.76","9.92","0.15"
"1674651326","8.23","-8.15","10.12","0.14"
"1674651327","8.19","-8.20","10.18","0.04"
"1674651328","8.29","-8.04","10.04","-0.01"
"1674651329","8.30","-8.20","9.90","0.03"
"1674651330","8.27","-8.18","9.85","0.13"
"1674651331","8.35","-8.30","10.04","0.21"
"1674651332","8.37","-8.34","10.01","0.15"
"1674651333","8.32","-8.38","10.00","0.00"
"1674651334","8.33","-8.45","9.89","0.22"
"1674651335","8.31","-8.35","9.98","0.25"
"1674651336","8.26","-8.34","10.18","0.18"
"1674651337","8.26","-8.33","10.22","0.13"
"1674651338","8.27","-8.15","10.14","0.06"
"1674651339","8.31","-8.14","10.10","0.13"
"1674651340","8.21","-8.16","10.23","0.20"
"1674651341","8.32","-8.10","10.05","0.14"
"1674651342","8.38","-8.09","9.98","0.16"
"1674651343","8.30","-8.06","9.93","0.23"
"1674651344","8.18","-8.00","10.14","0.20"
"1674651345","8.32","-8.05","10.08","0.16"
"1674651346","8.24","-8.27","10.12","0.19"
"1674651347","8.23","-8.10","10.10","0.17"
"1674651348","8.30","-8.10","9.90","0.22"
"1674651349","8.31","-8.13","9.90","0.17"
"1674651350","8.36","-8.15","10.08","0.14"
"1674651351","8.40","-8.14","10.00","0.22"
"1674651352","8.34","-7.96","10.06","0.21"
"1674651353","8.39","-8.20","10.00","0.33"
"1674651354","8.28","-8.16","10.21","0.27"
"1674651355","8.39","-8.22","10.10","0.11"
"1674651356","8.43","-8.18","9.96","0.18"
"1674651357","8.37","-8.20","10.03","0.28"
"1674651358","8.23","-8.08","10.04","0.20"
"1674651359","8.38","-8.13","10.09","0.10"
"1674651360","8.25","-8.22","10.15","0.11"
"1674651361","8.36","-8.01","10.02","0.12"
"1674651362","8.35","-7.75","10.28","0.16"
"1674651363","8.34","-7.92","10.27","0.28"
"1674651364","8.35","-8.05","10.08","0.31"
"1674651365","8.25","-8.19","10.22","0.25"
"1674651366","8.37","-8.21","10.06","0.25"
"1674651367","8.36","-8.37","10.13","0.36"
"1674651368","8.26","-8.37","10.14","0.30"
"1674651369","8.32","-8.33","10.09","0.17"
"1674651370","8.37","-8.36","10.06","0.22"
"1674651371","8.39","-8.41","10.01","0.22"
"1674651372","8.33","-8.28","10.21","0.32"
"1674651373","8.40","-8.38","10.01","0.32"
"1674651374","8.35","-8.24","10.05","0.29"
"1674651375","8.26","-8.13","10.11","0.20"
"1674651376","8.34","-7.79","10.06","0.19"
"1674651377","8.38","-8.03","9.81","0.35"
"1674651378","8.24","-8.06","10.12","0.23"
"1674651379","8.35","-8.08","10.08","0.13"
"1674651380","8.26","-8.09","10.16","0.22"
"1674651381","8.35","-7.86","10.17","0.17"
"1674651382","8.41","-7.99","10.04","0.27"
"1674651383","8.35","-8.08","10.09","0.32"
"1674651384","8.40","-7.99","10.12","0.18"
"1674651385","8.36","-7.81","9.93","0.11"
"1674651386","8.30","-7.88","10.26","0.22"
"1674651387","8.41","-8.05","10.06","0.20"
"1674651388","8.43","-8.04","10.11","0.12"
"1674651389","8.44","-8.10","10.06","0.21"
"1674651390","8.30","-8.28","10.19","0.25"
"1674651391","8.39","-8.09","9.96","0.16"
"1674651392","8.41","-8.33","10.01","0.14"
"1674651393","8.40","-8.19","10.11","0.13"
"1674651394","8.44","-8.13","9.87","0.20"
"1674651395","8.43","-8.18","10.14","0.16"
"1674651396","8.48","-8.26","10.04","0.19"
"1674651397","8.42","-8.12","10.06","0.15"
"1674651398","8.35","-8.04","10.03","0.11"
"1674651399","8.32","-8.09","10.14","0.08"
"1674651400","8.33","-8.19","10.09","0.23"
"1674651401","8.32","-8.21","10.10","0.11"
"1674651402","8.44","-7.98","10.01","0.07"
